chr,Symbol
chr11,Hid1
chr11,Higd1b
chr11,Hils1
chr11,Hint1
chr11,Hist3h2a
chr11,Hist3h2ba
chr11,Hist3h2bb-ps
chr11,Hlf
chr11,Hmga1-rs1
chr11,Hmgb1-ps1
chr11,Hmgb1-ps3
chr11,Hmmr
chr11,Hn1
chr11,Hnf1b
chr11,Hnrnpab
chr11,Hnrnph1
chr11,Hormad2
chr11,Hoxb1
chr11,Hoxb2
chr11,Hoxb3
chr11,Hoxb3os
chr11,Hoxb4
chr11,Hoxb5
chr11,Hoxb5os
chr11,Hoxb6
chr11,Hoxb7
chr11,Hoxb8
chr11,Hoxb9
chr11,Hoxb13
chr11,Hs3st3a1
chr11,Hs3st3b1
chr11,Hsd17b1
chr11,Hsf5
chr11,Hspa4
chr11,Hspb9
chr11,Hus1
chr11,Iba57
chr11,Icam2
chr11,Ict1
chr11,Ict1os
chr11,Ifi35
chr11,Ifi47
chr11,Ift20
chr11,Igf2bp1
chr11,Igfbp1
chr11,Igfbp3
chr11,Igfbp4
chr11,Igtp
chr11,Ikzf1
chr11,Ikzf3
chr11,Il3
chr11,Il4
chr11,Il5
chr11,Il9r
chr11,Il12b
chr11,Il13
chr11,Inca1
chr11,Inpp5j
chr11,Inpp5k
chr11,Ints2
chr11,Irf1
chr11,Irgm1
chr11,Irgm2
chr11,Itga2b
chr11,Itga3
chr11,Itgae
chr11,Itgb3
chr11,Itgb4
chr11,Itk
chr11,Jade2
chr11,Jmjd4
chr11,Jmjd6
chr11,Jup
chr11,Kansl1
chr11,Kat2a
chr11,Kat7
chr11,Kcnab3
chr11,Kcnab3os
chr11,Kcnh4
chr11,Kcnh6
chr11,Kcnip1
chr11,Kcnj2
chr11,Kcnj12
chr11,Kcnj16
chr11,Kcnmb1
chr11,Kctd2
chr11,Kctd11
chr11,Kdm6b
chr11,Kdm6bos
chr11,Kif1c
chr11,Kif2b
chr11,Kif3a
chr11,Kif18b
chr11,Kif19a
chr11,Klhl10
chr11,Klhl11
chr11,Kpna2
chr11,Kpnb1
chr11,Kremen1
chr11,Krt9
chr11,Krt10
chr11,Krt12
chr11,Krt13
chr11,Krt14
chr11,Krt15
chr11,Krt16
chr11,Krt17
chr11,Krt19
chr11,Krt20
chr11,Krt23
chr11,Krt24
chr11,Krt25
chr11,Krt26
chr11,Krt27
chr11,Krt28
chr11,Krt31
chr11,Krt32
chr11,Krt33a
chr11,Krt33b
chr11,Krt34
chr11,Krt35
chr11,Krt36
chr11,Krt39
chr11,Krt40
chr11,Krt42
chr11,Krt222
chr11,Krtap1-3
chr11,Krtap1-4
chr11,Krtap1-5
chr11,Krtap2-4
chr11,Krtap3-1
chr11,Krtap3-2
chr11,Krtap3-3
chr11,Krtap4-1
chr11,Krtap4-2
chr11,Krtap4-6
chr11,Krtap4-7
chr11,Krtap4-8
chr11,Krtap4-9
chr11,Krtap4-13
chr11,Krtap4-16
chr11,Krtap9-1
chr11,Krtap9-3
chr11,Krtap9-5
chr11,Krtap16-1
chr11,Krtap17-1
chr11,Krtap29-1
chr11,Krtap31-1
chr11,Krtap31-2
chr11,Ksr1
chr11,Larp1
chr11,Lasp1
chr11,Lcp2
chr11,Leap2
chr11,Leprel4
chr11,Lgals3bp
chr11,Lgals9
chr11,Lgalsl
chr11,Lhx1
chr11,Lhx1os
chr11,Lif
chr11,Lig3
chr11,Limd2
chr11,Limk2
chr11,Llgl1
chr11,Llgl2
chr11,Lpo
chr11,Lrrc37a
chr11,Lrrc45
chr11,Lrrc46
chr11,Lrrc48
chr11,Lrrc59
chr11,Lrrc75a
chr11,Lrrc75aos1
chr11,Lrrc75aos2
chr11,Lsm11
chr11,Lsm12
chr11,Ltc4s
chr11,Luc7l3
chr11,Lypd8
chr11,Lyrm7
chr11,Lyrm7os
chr11,Lyrm9
chr11,Lyzl6
chr11,Mafg
chr11,Maml1
chr11,Map2k3
chr11,Map2k3os
chr11,Map2k4
chr11,Map2k6
chr11,Map3k3
chr11,Map3k14
chr11,Mapk7
chr11,Mapk9
chr11,Mapt
chr11,10-Mar
chr11,Mat2b
chr11,Mbtd1
chr11,Mdh1
chr11,Mdk-ps1
chr11,Med1
chr11,Med7
chr11,Med9
chr11,Med9os
chr11,Med11
chr11,Med13
chr11,Med24
chr11,Med31
chr11,Meis1
chr11,Meox1
chr11,Metrnl
chr11,Mettl2
chr11,Mettl16
chr11,Mettl23
chr11,Mfap3
chr11,Mfap4
chr11,Mfsd6l
chr11,Mfsd11
chr11,Mgat1
chr11,Mgat4b
chr11,Mgat5b
chr11,Mgl2
chr11,Mief2
chr11,Mien1
chr11,Mif4gd
chr11,Milr1
chr11,Mink1
chr11,Mir10a
chr11,Mir21a
chr11,Mir22
chr11,Mir22hg
chr11,Mir103-1
chr11,Mir132
chr11,Mir142b
chr11,Mir144
chr11,Mir146
chr11,Mir152
chr11,Mir193a
chr11,Mir195a
chr11,Mir196a-1
chr11,Mir212
chr11,Mir216a
chr11,Mir216b
chr11,Mir217
chr11,Mir218-2
chr11,Mir301
chr11,Mir324
chr11,Mir338
chr11,Mir340
chr11,Mir365-2
chr11,Mir378b
chr11,Mir423
chr11,Mir451a
chr11,Mir467f
chr11,Mir497b
chr11,Mir744
chr11,Mir804
chr11,Mir1932
chr11,Mir1933
chr11,Mir1934
chr11,Mir3060
chr11,Mir3061
chr11,Mir3062
chr11,Mir3063
chr11,Mir3064
chr11,Mir3968
chr11,Mir3971
chr11,Mir5100
chr11,Mir5110
chr11,Mir5119
chr11,Mir5621
chr11,Mir6338
chr11,Mir6372
chr11,Mir6406
chr11,Mir6918
chr11,Mir6919
chr11,Mir6921
chr11,Mir6922
chr11,Mir6923
chr11,Mir6926
chr11,Mir6927
chr11,Mir6928
chr11,Mir6929
chr11,Mir6930
chr11,Mir6931
chr11,Mir6932
chr11,Mir6933
chr11,Mir6934
chr11,Mir6935
chr11,Mir6936
chr11,Mir7115
chr11,Mir7223
chr11,Mir7235
chr11,Mir7236
chr11,Mir7239
chr11,Mir7651
chr11,Mir7652
chr11,Mir7653
chr11,Mir7671
chr11,Mir7679
chr11,Mir8100
chr11,Mir8101
chr11,Mir8102
chr11,Mir8103
chr11,Mis12
chr11,Mks1
chr11,Mllt6
chr11,Mlx
chr11,Mmd
chr11,Mmgt2
chr11,Mmp28
chr11,Mnt
chr11,Morc2a
chr11,Mpdu1
chr11,Mpg
chr11,Mpo
chr11,Mpp2
chr11,Mpp3
chr11,Mprip
chr11,Mrc2
chr11,Mrm1
chr11,Mrpl10
chr11,Mrpl12
chr11,Mrpl22
chr11,Mrpl27
chr11,Mrpl38
chr11,Mrpl45
chr11,Mrpl55
chr11,Mrps7
chr11,Mrps23
chr11,Mrps24
chr11,Msi2
chr11,Msl1
chr11,Mtfp1
chr11,Mtif2
chr11,Mtmr3
chr11,Mtmr4
chr11,Mup-ps22
chr11,Mxra7
chr11,Myadml2
chr11,Myadml2os
chr11,Mybbp1a
chr11,Mycbpap
chr11,Myh1
chr11,Myh2
chr11,Myh3
chr11,Myh4
chr11,Myh8
chr11,Myh10
chr11,Myh13
chr11,Myl4
chr11,Myl7
chr11,Myo1c
chr11,Myo1d
chr11,Myo1g
chr11,Myo15
chr11,Myo15b
chr11,Myo18a
chr11,Myo19
chr11,Myocd
chr11,N4bp3
chr11,Naa38
chr11,Nacad
chr11,Naglu
chr11,Nags
chr11,Narf
chr11,Nat9
chr11,Nbr1
chr11,Ncor1
chr11,Ndel1
chr11,Nefh
chr11,Nek8
chr11,Neurl4
chr11,Neurod2
chr11,Nf1
chr11,Nf2
chr11,Nfe2l1
chr11,Ngfr
chr11,Nhp2
chr11,Nipal4
chr11,Nipsnap1
chr11,Nkiras2
chr11,Nle1
chr11,Nlgn2
chr11,Nlk
chr11,Nlrp1a
chr11,Nlrp1b
chr11,Nlrp1c-ps
chr11,Nlrp3
chr11,Nme1
chr11,Nme2
chr11,Nmt1
chr11,Nmur2
chr11,Nog
chr11,Nol11
chr11,Nos2
chr11,Notum
chr11,Notumos
chr11,Npb
chr11,Npc1l1
chr11,Npepps
chr11,Nploc4
chr11,Npm1
chr11,Nprl3
chr11,Nptx1
chr11,Nr1d1
chr11,Nsf
chr11,Nsg2
chr11,Nt5c
chr11,Nt5c3b
chr11,Nt5m
chr11,Ntn1
chr11,Nudcd2
chr11,Nudcd3
chr11,Nufip2
chr11,Nup85
chr11,Nup88
chr11,Nxn
chr11,Nxph3
chr11,Obscn
chr11,Odf4
chr11,Ogdh
chr11,Ogfod3
chr11,Olfr1
chr11,Olfr10
chr11,Olfr20
chr11,Olfr22-ps1
chr11,Olfr23
chr11,Olfr30
chr11,Olfr43
chr11,Olfr51
chr11,Olfr54
chr11,Olfr56
chr11,Olfr59
chr11,Olfr75-ps1
chr11,Olfr139
chr11,Olfr222
chr11,Olfr223
chr11,Olfr224
chr11,Olfr225
chr11,Olfr311
chr11,Olfr312
chr11,Olfr313
chr11,Olfr314
chr11,Olfr315
chr11,Olfr316
chr11,Olfr317
chr11,Olfr318
chr11,Olfr319
chr11,Olfr320
chr11,Olfr322
chr11,Olfr323
chr11,Olfr324
chr11,Olfr325
chr11,Olfr328
chr11,Olfr329-ps
chr11,Olfr330
chr11,Olfr331
chr11,Olfr332
chr11,Olfr333-ps1
chr11,Olfr376
chr11,Olfr377-ps1
chr11,Olfr378
chr11,Olfr379-ps1
chr11,Olfr380
chr11,Olfr381
chr11,Olfr382
chr11,Olfr383-ps1
chr11,Olfr384
chr11,Olfr385
chr11,Olfr387-ps1
chr11,Olfr388-ps1
chr11,Olfr389
chr11,Olfr390
chr11,Olfr391-ps
chr11,Olfr392
chr11,Olfr393
chr11,Olfr394
chr11,Olfr395
chr11,Olfr396-ps1
chr11,Olfr397
chr11,Olfr398
chr11,Olfr399
chr11,Olfr400-ps1
chr11,Olfr401
chr11,Olfr402
chr11,Olfr403
chr11,Olfr404-ps1
chr11,Olfr405-ps1
chr11,Olfr406
chr11,Olfr407-ps1
chr11,Olfr408-ps1
chr11,Olfr409-ps1
chr11,Olfr410
chr11,Olfr411
chr11,Olfr412
chr11,Olfr462
chr11,Olfr463
chr11,Olfr464
chr11,Olfr1371
chr11,Olfr1372-ps1
chr11,Olfr1373
chr11,Olfr1374-ps1
chr11,Olfr1375-ps1
chr11,Olfr1376-ps1
chr11,Olfr1377
chr11,Olfr1378
chr11,Olfr1379-ps1
chr11,Olfr1380
chr11,Olfr1381
chr11,Olfr1382
chr11,Olfr1383
chr11,Olfr1384
chr11,Olfr1385
chr11,Olfr1386
chr11,Olfr1387
chr11,Olfr1388
chr11,Olfr1389
chr11,Olfr1390
chr11,Olfr1391
chr11,Olfr1392
chr11,Olfr1393
chr11,Olfr1394
chr11,Olfr1395
chr11,Olfr1396
chr11,Olfr1397-ps1
chr11,Omg
chr11,Ormdl3
chr11,Osbp2
chr11,Osbpl7
chr11,Osm
chr11,Otop2
chr11,Otop3
chr11,Otx1
chr11,Ovca2
chr11,Oxld1
chr11,P2rx1
chr11,P2rx5
chr11,P4ha2
chr11,P4hb
chr11,Pafah1b1
chr11,Pank3
chr11,Papolg
chr11,Patz1
chr11,Pcgf2
chr11,Pctp
chr11,Pcyt2
chr11,Pde6g
chr11,Pdk2
chr11,Pdlim4
chr11,Pecam1
chr11,Peli1
chr11,Pelp1
chr11,Pemt
chr11,Per1
chr11,Pes1
chr11,Pex12
chr11,Pex13
chr11,Pfas
chr11,Pfn1
chr11,Pgam1-ps1
chr11,Pgam2
chr11,Pgap3
chr11,Pgs1
chr11,Phb
chr11,Phf12
chr11,Phf23
chr11,Phospho1
chr11,Phykpl
chr11,Pigl
chr11,Pigs
chr11,Pigw
chr11,Pik3ip1
chr11,Pik3r5
chr11,Pik3r6
chr11,Pip4k2b
chr11,Pipox
chr11,Pirt
chr11,Pisd-ps1
chr11,Pitpna
chr11,Pitpnc1
chr11,Pitpnm3
chr11,Pkd1l1
chr11,Pla2g3
chr11,Plcd3
chr11,Pld2
chr11,Pld6
chr11,Plek
chr11,Plekhh3
chr11,Plekhm1
chr11,Plscr3
chr11,Plxdc1
chr11,Pmp22
chr11,Pnmt
chr11,Pno1
chr11,Pnpo
chr11,Pnpt1
chr11,Pold2
chr11,Poldip2
chr11,Polg2
chr11,Polm
chr11,Polr2a
chr11,Polr2k-ps
chr11,Pom121l12
chr11,Ppia
chr11,Ppm1d
chr11,Ppm1e
chr11,Ppp1r1b
chr11,Ppp1r9b
chr11,Ppp1r27
chr11,Ppp2ca
chr11,Ppp3r1
chr11,Ppy
chr11,Prkar1a
chr11,Prkca
chr11,Proca1
chr11,Prop1
chr11,Prorsd1
chr11,Prpf8
chr11,Prpsap1
chr11,Prpsap2
chr11,Prr11
chr11,Prr15l
chr11,Prss38
chr11,Psmb3
chr11,Psmb5-ps
chr11,Psmb6
chr11,Psmc3ip
chr11,Psmc5
chr11,Psmd3
chr11,Psmd11
chr11,Psmd12
chr11,Psme2b
chr11,Psme3
chr11,Psme4
chr11,Ptchd3
chr11,Ptges3l
chr11,Ptrf
chr11,Ptrh2
chr11,Pttg1
chr11,Purb
chr11,Pus10
chr11,Pwwp2a
chr11,Pycr1
chr11,Pyy
chr11,Qrich2
chr11,RP23-12N20.2
chr11,RP23-18O23.1
chr11,RP23-67E18.7
chr11,RP23-174M12.6
chr11,RP23-189P1.2
chr11,RP23-193A16.7
chr11,RP23-235J5.13
chr11,RP23-242C19.8
chr11,RP23-281C18.21
chr11,RP23-342H16.9
chr11,RP23-378G22.3
chr11,RP23-456M3.4
chr11,RP23-478B14.1
chr11,Rab1
chr11,Rab5c
chr11,Rab11fip4
chr11,Rab11fip4os1
chr11,Rab11fip4os2
chr11,Rab34
chr11,Rab37
chr11,Rab40b
chr11,Rabep1
chr11,Rac3
chr11,Rad50
chr11,Rad51c
chr11,Rad51d
chr11,Rai1
chr11,Ramp2
chr11,Ramp3
chr11,Ranbp17
chr11,Rangrf
chr11,Rap1gap2
chr11,Rapgef6
chr11,Rapgefl1
chr11,Rara
chr11,Rars
chr11,Rasd1
chr11,Rasgef1c
chr11,Rasl10a
chr11,Rasl10b
chr11,Rbfox3
chr11,Rcvrn
chr11,Rdm1
chr11,Recql5
chr11,Recql5os1
chr11,Rel
chr11,Rffl
chr11,Rfng
chr11,Rgs9
chr11,Rhbdd3
chr11,Rhbdf1
chr11,Rhbdf2
chr11,Rhbdl3
chr11,Rhot1
chr11,Rilp
chr11,Rmnd5b
chr11,Rnasek
chr11,Rnd2
chr11,Rnf43
chr11,Rnf112
chr11,Rnf130
chr11,Rnf135
chr11,Rnf145
chr11,Rnf157
chr11,Rnf167
chr11,Rnf185
chr11,Rnf187
chr11,Rnf213
chr11,Rnf215
chr11,Rnf222
chr11,Rnft1
chr11,Rnmtl1
chr11,Rnu1a1
chr11,Rnu2-10
chr11,Rnu3b1
chr11,Rnu3b2
chr11,Rnu3b3
chr11,Rnu3b4
chr11,Rpa1
chr11,Rpain
chr11,Rph3al
chr11,Rpl9-ps1
chr11,Rpl9-ps2
chr11,Rpl9-ps3
chr11,Rpl12-ps2
chr11,Rpl13-ps1
chr11,Rpl15-ps1
chr11,Rpl19
chr11,Rpl23
chr11,Rpl23a
chr11,Rpl23a-ps2
chr11,Rpl23a-ps14
chr11,Rpl26
chr11,Rpl27
chr11,Rpl27-ps2
chr11,Rpl36-ps1
chr11,Rpl36-ps2
chr11,Rpl38
chr11,Rprml
chr11,Rps2-ps4
chr11,Rps6kb1
chr11,Rps11-ps2
chr11,Rps12-ps19
chr11,Rps12-ps26
chr11,Rps13-ps5
chr11,Rps15a-ps6
chr11,Rps27a
chr11,Rpsa-ps3
chr11,Rpsa-ps4
chr11,Rpsa-ps5
chr11,Rptor
chr11,Rptoros
chr11,Rsad1
chr11,Rtn4
chr11,Rtn4rl1
chr11,Rufy1
chr11,Rundc1
chr11,Rundc3a
chr11,Samd14
chr11,Sap30bp
chr11,Sap30bpos
chr11,Sap30l
chr11,Sar1b
chr11,Sarm1
chr11,Sat2
chr11,Scarf1
chr11,Scgb3a1
chr11,Scimp
chr11,Scn4a
chr11,Sco1
chr11,Scpep1
chr11,Scpep1os
chr11,Scrn2
chr11,Sdf2
chr11,Sdk2
chr11,Sebox
chr11,Sec14l1
chr11,Sec14l2
chr11,Sec14l3
chr11,Sec14l4
chr11,Sec24a
chr11,Sec61g
chr11,Sectm1a
chr11,Sectm1b
chr11,Selm
chr11,Senp3
chr11,4-Sep
chr11,8-Sep
chr11,9-Sep
chr11,Serpinf1
chr11,Serpinf2
chr11,Sertad2
chr11,Sez6
chr11,Sf3a1
chr11,Sfi1
chr11,Sgca
chr11,Sgcd
chr11,Sgsh
chr11,Sgsm2
chr11,Sh3bp5l
chr11,Sh3pxd2b
chr11,Shbg
chr11,Shisa6
chr11,Shmt1
chr11,Shpk
chr11,Shroom1
chr11,Sirt7
chr11,Ska2
chr11,Skap1
chr11,Skp1a
chr11,Slc1a4
chr11,Slc2a4
chr11,Slc4a1
chr11,Slc5a10
chr11,Slc6a4
chr11,Slc9a3r1
chr11,Slc13a2
chr11,Slc13a2os
chr11,Slc13a5
chr11,Slc16a3
chr11,Slc16a5
chr11,Slc16a6
chr11,Slc16a11
chr11,Slc16a13
chr11,Slc22a4
chr11,Slc22a5
chr11,Slc22a21
chr11,Slc25a10
chr11,Slc25a11
chr11,Slc25a19
chr11,Slc25a35
chr11,Slc25a39
chr11,Slc26a11
chr11,Slc35b1
chr11,Slc35e4
chr11,Slc35g3
chr11,Slc36a1
chr11,Slc36a1os
chr11,Slc36a2
chr11,Slc36a3
chr11,Slc36a3os
chr11,Slc38a10
chr11,Slc39a11
chr11,Slc43a2
chr11,Slc46a1
chr11,Slc47a1
chr11,Slc47a2
chr11,Slfn1
chr11,Slfn2
chr11,Slfn3
chr11,Slfn4
chr11,Slfn5
chr11,Slfn5os
chr11,Slfn8
chr11,Slfn9
chr11,Slfn10-ps
chr11,Slfn14
chr11,Slit3
chr11,Slu7
chr11,Smarcd2
chr11,Smarce1
chr11,Smcr8
chr11,Smek2
chr11,Smg6
chr11,Smg8
chr11,Smim5
chr11,Smim6
chr11,Smim23
chr11,Smtn
chr11,Smtnl2
chr11,Smurf2
chr11,Smyd4
chr11,Snap47
chr11,Snf8
chr11,Snora5c
chr11,Snora21
chr11,Snord1a
chr11,Snord1b
chr11,Snord1c
chr11,Snord4a
chr11,Snord7
chr11,Snord42a
chr11,Snord42b
chr11,Snord49a
chr11,Snord49b
chr11,Snord65
chr11,Snord91a
chr11,Snord95
chr11,Snord96a
chr11,Snord104
chr11,Snord118
chr11,Snrnp25
chr11,Snx11
chr11,Socs3
chr11,Socs7
chr11,Sost
chr11,Sowaha
chr11,Sox9
chr11,Sox15
chr11,Sox30
chr11,Sp2
chr11,Sp6
chr11,Spaca3
chr11,Spag5
chr11,Spag7
chr11,Spag9
chr11,Sparc
chr11,Spata20
chr11,Spata22
chr11,Spata32
chr11,Spdl1
chr11,Specc1
chr11,Spem1
chr11,Sphk1
chr11,Spns2
chr11,Spns3
chr11,Spop
chr11,Sppl2c
chr11,Spred2
chr11,Sptbn1
chr11,Sqstm1
chr11,Srcin1
chr11,Srebf1
chr11,Srp68
chr11,Srr
chr11,Srsf1
chr11,Srsf2
chr11,Ssh2
chr11,Sstr2
chr11,St6galnac1
chr11,St6galnac2
chr11,Stac2
chr11,Stard3
chr11,Stat3
chr11,Stat5a
chr11,Stat5b
chr11,Stc2
chr11,Stk10
chr11,Stra13
chr11,Strada
chr11,Stx8
chr11,Stxbp4
chr11,Sumo2
chr11,Sun3
chr11,Supt4a
chr11,Supt6
chr11,Suz12
chr11,Syngr2
chr11,Synrg
chr11,Tac4
chr11,Taco1
chr11,Taco1os
chr11,Tada2a
chr11,Taf15
chr11,Tanc2
chr11,Taok1
chr11,Tax1bp3
chr11,Tbc1d9b
chr11,Tbc1d10a
chr11,Tbc1d16
chr11,Tbcd
chr11,Tbkbp1
chr11,Tbrg4
chr11,Tbx2
chr11,Tbx4
chr11,Tbx21
chr11,Tcam1
chr11,Tcap
chr11,Tcf7
chr11,Tcn2
chr11,Tefm
chr11,Tekt1
chr11,Tekt3
chr11,Ten1
chr11,Tenm2
chr11,Tex2
chr11,Tex14
chr11,Tex19.1
chr11,Tex19.2
chr11,Tgtp1
chr11,Tgtp2
chr11,Tha1
chr11,Thg1l
chr11,Thoc5
chr11,Thra
chr11,Timd2
chr11,Timd4
chr11,Timm22
chr11,Timp2
chr11,Tk1
chr11,Tlcd1
chr11,Tlcd2
chr11,Tlk2
chr11,Tlx3
chr11,Tm4sf5
chr11,Tmc6
chr11,Tmc8
chr11,Tmed4
chr11,Tmem11
chr11,Tmem17
chr11,Tmem88
chr11,Tmem92
chr11,Tmem95
chr11,Tmem97
chr11,Tmem98
chr11,Tmem100
chr11,Tmem101
chr11,Tmem102
chr11,Tmem104
chr11,Tmem106a
chr11,Tmem107
chr11,Tmem132e
chr11,Tmem199
chr11,Tmem220
chr11,Tmem235
chr11,Tmem256
chr11,Tmigd1
chr11,Tmub2
chr11,Tnfaip1
chr11,Tnfrsf13b
chr11,Tnfsf12
chr11,Tnfsf12Tnfsf13
chr11,Tnfsf13
chr11,Tnfsf13os
chr11,Tnip1
chr11,Tnk1
chr11,Tnrc6c
chr11,Tns3
chr11,Tns4
chr11,Tob1
chr11,Tom1l1
chr11,Tom1l2
chr11,Top2a
chr11,Top3a
chr11,Traf4
chr11,Trappc1
chr11,Trim7
chr11,Trim11
chr11,Trim16
chr11,Trim17
chr11,Trim25
chr11,Trim37
chr11,Trim41
chr11,Trim47
chr11,Trim58
chr11,Trim65
chr11,Trp53
chr11,Trp53i13
chr11,Trpv1
chr11,Trpv2
chr11,Trpv3
chr11,Tsen54
chr11,Tspan10
chr11,Tsr1
chr11,Ttc1
chr11,Ttc19
chr11,Ttc25
chr11,Ttll6
chr11,Ttyh2
chr11,Tubd1
chr11,Tubg1
chr11,Tubg2
chr11,Tug1
chr11,Tusc5
chr11,Tvp23b
chr11,Tvp23bos
chr11,Txndc17
chr11,Ubald2
chr11,Ubb
chr11,Ube2b
chr11,Ube2g1
chr11,Ube2o
chr11,Ube2z
chr11,Ublcp1
chr11,Ubtd2
chr11,Ubtf
chr11,Ugp2
chr11,Ulk2
chr11,Unc13d
chr11,Unc45b
chr11,Unc45bos
chr11,Unc119
chr11,Unk
chr11,Upp1
chr11,Uqcr10
chr11,Uqcrq
chr11,Urgcp
chr11,Ush1g
chr11,Usp22
chr11,Usp32
chr11,Usp34
chr11,Usp36
chr11,Usp43
chr11,Utp6
chr11,Utp18
chr11,Uts2r
chr11,Vamp2
chr11,Vat1
chr11,Vdac1
chr11,Vezf1
chr11,Vmo1
chr11,Vmp1
chr11,Vps25
chr11,Vps53
chr11,Vps54
chr11,Vrk2
chr11,Vstm2a
chr11,Vtn
chr11,Vwc2
chr11,Wap
chr11,Wbp2
chr11,Wdpcp
chr11,Wdr16
chr11,Wdr45b
chr11,Wdr81
chr11,Wdr92
chr11,Wfdc17
chr11,Wfdc18
chr11,Wfikkn2
chr11,Wipf2
chr11,Wipi1
chr11,Wnk4
chr11,Wnt3
chr11,Wnt3a
chr11,Wnt9a
chr11,Wnt9b
chr11,Wrap53
chr11,Wsb1
chr11,Wsb2-ps
chr11,Wscd1
chr11,Wwc1
chr11,Xaf1
chr11,Xbp1
chr11,Xpo1
chr11,Xylt2
chr11,Ybx2
chr11,Ykt6
chr11,Ypel2
chr11,Ywhae
chr11,Zbtb4
chr11,Zcchc10
chr11,Zfp2
chr11,Zfp3
chr11,Zfp39
chr11,Zfp62
chr11,Zfp207
chr11,Zfp286
chr11,Zfp286it
chr11,Zfp286os
chr11,Zfp287
chr11,Zfp354a
chr11,Zfp354b
chr11,Zfp354c
chr11,Zfp385c
chr11,Zfp454
chr11,Zfp616
chr11,Zfp652
chr11,Zfp652os
chr11,Zfp672
chr11,Zfp692
chr11,Zfp735
chr11,Zfp750
chr11,Zfp830
chr11,Zfp867
chr11,Zfp879
chr11,Zkscan6
chr11,Zkscan17
chr11,Zmat5
chr11,Zmiz2
chr11,Zmynd15
chr11,Znhit3
chr11,Znrf3
chr11,Zpbp
chr11,Zpbp2
chr11,Zrsr1
chr11,Zswim7
chr11,Zzef1
chr11,mmu-mir-3061
chr11,n-R5s67
chr11,n-R5s68
chr11,n-R5s69
chr11,n-R5s70
chr11,n-R5s71
chr11,n-R5s72
chr11,n-R5s73
chr11,n-R5s74
chr12,0610007P14Rik
chr12,1110002L01Rik
chr12,1110008L16Rik
chr12,1110057K04Rik
chr12,1700001K19Rik
chr12,1700013N06Rik
chr12,1700019M22Rik
chr12,1700030C10Rik
chr12,1700047I17Rik2
chr12,1700086L19Rik
chr12,1700121N20Rik
chr12,2010107E04Rik
chr12,2310015A10Rik
chr12,2410004P03Rik
chr12,2410016O06Rik
chr12,2410018L13Rik
chr12,2700049A03Rik
chr12,2700097O09Rik
chr12,2810029C07Rik
chr12,2810032G03Rik
chr12,3110018I06Rik
chr12,3110039M20Rik
chr12,3110053B16Rik
chr12,3110056K07Rik
chr12,3300002A11Rik
chr12,4732463B04Rik
chr12,4732487G21Rik
chr12,4921507G05Rik
chr12,4921508M14Rik
chr12,4921518K17Rik
chr12,4930408O17Rik
chr12,4930426I24Rik
chr12,4930427A07Rik
chr12,4930447C04Rik
chr12,4930465M20Rik
chr12,4930474H06Rik
chr12,4930478K11Rik
chr12,4930511A02Rik
chr12,4930512B01Rik
chr12,4930519A11Rik
chr12,4930544I03Rik
chr12,4930595D18Rik
chr12,4931403G20Rik
chr12,4933406C10Rik
chr12,4933406K04Rik
chr12,4933426M11Rik
chr12,5430427M07Rik
chr12,5730507C01Rik
chr12,6030469F06Rik
chr12,6530401F13Rik
chr12,9030617O03Rik
chr12,9030624G23Rik
chr12,9230104M06Rik
chr12,9330151L19Rik
chr12,9330161L09Rik
chr12,9930038B18Rik
chr12,A230065H16Rik
chr12,A230087F16Rik
chr12,A530016L24Rik
chr12,A630072L19Rik
chr12,A730018C14Rik
chr12,AF357341
chr12,AF357355
chr12,AF357425
chr12,AF357428
chr12,AK010878
chr12,Abcb5
chr12,Abcd4
chr12,Abhd12b
chr12,Acot1
chr12,Acot2
chr12,Acot3
chr12,Acot4
chr12,Acot5
chr12,Acot6
chr12,Acp1
chr12,Actn1
chr12,Actr10
chr12,Acyp1
chr12,Adam4
chr12,Adam6a
chr12,Adam6b
chr12,Adam17
chr12,Adam21
chr12,Adck1
chr12,Adcy3
chr12,Adi1
chr12,Adssl1
chr12,Agmo
chr12,Agr2
chr12,Agr3
chr12,Ahnak2
chr12,Ahr
chr12,Ahsa1
chr12,Ak7
chr12,Akap5
chr12,Akap6
chr12,Akt1
chr12,Aldh6a1
chr12,Aldoart2
chr12,Alkbh1
chr12,Allc
chr12,Amn
chr12,Angel1
chr12,Ankmy2
chr12,Ankrd9
chr12,Ap4s1
chr12,Apob
chr12,Apopt1
chr12,Arel1
chr12,Arf6
chr12,Arg2
chr12,Arhgap5
chr12,Arid4a
chr12,Arl4a
chr12,Arl4aos
chr12,Asap2
chr12,Asb2
chr12,Aspg
chr12,Asxl2
chr12,Atad2b
chr12,Atg2b
chr12,Atl1
chr12,Atp5s
chr12,Atp6v1c2
chr12,Atp6v1d
chr12,Atxn3
chr12,Atxn7l1
chr12,Atxn7l1os1
chr12,Atxn7l1os2
chr12,B430119L08Rik
chr12,B430203G13Rik
chr12,B830012L14Rik
chr12,BB287469
chr12,BC022687
chr12,BC068281
chr12,Bag5
chr12,Batf
chr12,Baz1a
chr12,Bcap29
chr12,Bcl11b
chr12,Bdkrb1
chr12,Bdkrb2
chr12,Begain
chr12,Brf1
chr12,Brms1l
chr12,Btbd6
chr12,Btbd7
chr12,Bzw2
chr12,C87198
